User ID;Purchase;Homepage;Categories;ProductPage;Onsales;Search;Basket;Others;Sum
U00452951;1;4;6;11;1;2;2;0;26
U00453179;1;5;1;10;4;0;1;0;21
U00453207;0;8;9;17;1;1;2;0;38
U00453215;1;6;1;24;0;7;4;1;43
U00453318;1;10;1;43;1;13;8;3;79
U00453575;1;5;3;6;3;1;2;0;20
U00453630;1;4;6;12;1;1;2;0;26
U00453647;1;5;4;10;1;1;2;0;23
U00453749;1;12;2;41;1;13;6;2;77
U00453991;0;11;5;43;1;2;2;0;64
U00454033;1;13;13;62;1;3;3;0;95
U00454186;0;4;2;5;2;1;0;0;14
U00454214;1;4;0;19;0;5;2;1;31
U00454259;0;5;5;10;0;0;2;0;22
U00454367;1;6;6;10;0;0;3;1;26
U00454417;0;8;7;16;2;1;2;1;37
U00454488;1;4;3;9;1;1;1;0;19
U00454556;1;4;0;22;1;8;5;1;41
U00454658;0;5;3;7;3;0;0;0;18
U00454855;1;6;3;7;3;0;0;0;19
U00454870;0;9;0;32;0;10;8;1;60
U00455334;0;5;1;25;0;8;6;1;46
U00455343;1;6;4;11;1;1;1;0;24
U00455365;1;3;2;6;2;1;0;0;14
U00455369;0;3;5;11;1;1;2;0;23
U00455417;0;3;3;4;2;1;1;0;14
U00455462;0;9;5;39;1;1;2;0;57
U00455694;0;13;11;24;1;2;5;0;56
U00455766;1;5;7;12;1;1;2;0;28
U00455771;1;3;4;8;0;0;1;1;17
U00455892;0;4;4;8;1;1;1;0;19
U00455947;1;7;4;11;4;0;0;0;26
U00455969;0;5;3;6;2;1;1;0;18
U00455990;1;4;2;5;2;0;0;0;13
U00456017;1;5;0;21;1;5;4;0;36
U00456086;0;4;3;9;1;1;1;0;19
U00456092;0;7;7;15;2;2;3;0;36
U00456157;0;4;3;9;2;0;2;0;20
U00456172;0;5;4;11;1;0;1;1;23
U00456301;1;3;3;8;2;0;0;1;17
U00456370;1;7;4;30;1;11;6;1;60
U00456642;0;7;1;10;3;0;1;0;22
U00456679;0;13;9;48;0;1;4;2;77
U00456772;0;3;2;5;2;1;1;0;14
U00456816;0;6;6;14;1;1;2;1;31
U00456842;1;6;0;30;1;9;6;1;53
U00456956;0;3;0;14;0;5;3;1;26
U00457100;1;4;1;5;2;0;0;0;12
U00457339;0;14;14;77;0;2;6;2;115
U00457388;1;6;2;21;1;6;5;1;42
U00457469;1;5;3;11;1;1;1;0;22
U00457728;1;9;5;32;0;1;2;1;50
U00457748;0;5;0;20;0;6;5;0;36
U00457756;0;6;1;8;3;0;0;0;18
U00457814;0;6;1;29;0;8;7;1;52
U00457818;0;11;7;45;0;3;4;1;71
U00458349;0;3;1;10;3;0;1;1;19
U00458420;0;4;4;10;1;1;1;0;21
U00458752;1;4;3;8;1;1;1;0;18
U00458911;1;8;2;27;0;8;5;1;51
U00458987;0;13;12;22;2;0;4;2;55
U00459168;0;7;4;33;1;1;3;0;49
U00459272;1;6;1;25;0;7;5;1;45
U00459370;1;8;6;35;1;2;1;0;53
U00459516;1;4;4;9;1;1;1;1;21
U00459578;1;8;6;13;0;1;2;0;30
U00459609;0;16;12;70;1;3;5;1;108
U00459679;0;6;7;16;1;2;2;0;34
U00459852;1;7;3;39;2;1;3;1;56
U00459940;1;4;4;10;0;0;2;1;21
U00460017;1;3;1;5;2;0;1;0;12
U00460113;0;4;3;7;0;1;1;0;16
U00460140;0;9;6;37;1;2;2;1;58
U00460235;0;2;2;7;1;0;1;1;14
U00460307;0;6;7;15;1;2;2;0;33
U00460322;0;3;4;8;1;1;2;0;19
U00460353;1;4;4;9;0;1;1;0;19
U00460520;0;11;4;45;1;1;3;0;65
U00460568;1;5;3;10;1;0;1;0;20
U00460583;0;16;6;63;0;3;6;0;94
U00460602;0;5;3;9;3;1;1;0;22
U00460620;1;4;1;6;3;0;1;0;15
U00460628;0;3;1;6;2;0;1;0;13
U00460730;0;7;2;11;5;0;1;0;26
U00460751;1;5;5;11;1;0;2;0;24
U00460763;0;4;2;6;2;0;1;0;15
U00461001;1;15;14;81;4;3;5;2;124
U00461293;0;6;5;10;0;1;1;0;23
U00461690;0;2;2;5;2;0;1;0;12
U00461745;1;9;0;34;0;10;6;1;60
U00461775;1;3;3;6;0;1;2;0;15
U00461964;0;6;0;38;2;10;10;3;69
U00462071;1;4;1;7;3;0;0;0;15
U00462073;0;5;2;9;3;1;0;1;21
U00462288;1;6;5;11;2;1;1;0;26
U00462305;1;11;7;45;1;1;2;0;67
U00462307;0;4;5;11;1;1;1;0;23
U00462316;0;4;2;5;2;1;1;0;15
U00462404;1;6;5;12;0;1;1;0;25
U00462415;1;11;11;22;2;1;4;1;52
U00462516;0;4;3;8;1;0;1;0;17
U00462562;1;3;4;9;0;1;2;1;20
U00462697;1;3;3;8;1;1;1;1;18
U00462745;1;7;6;15;1;1;2;0;32
U00462765;1;7;0;25;1;8;4;0;45
U00462848;0;3;3;8;2;0;0;0;16
U00462921;1;3;4;7;1;0;1;0;16
U00462968;1;3;3;5;2;0;0;0;13
U00463082;0;6;7;14;1;1;2;1;32
U00463264;1;3;4;7;1;1;1;0;17
U00463295;0;6;7;13;1;1;3;0;31
U00463301;0;4;6;11;1;1;2;0;25
U00463325;1;6;1;30;1;8;5;0;51
U00463332;1;9;5;38;1;2;2;0;57
U00463432;1;4;3;9;1;1;1;0;19
U00463477;0;9;5;15;6;0;1;1;37
U00463570;1;5;0;23;0;7;4;2;41
U00463721;0;4;2;6;1;0;2;1;16
U00464010;0;6;8;14;0;1;1;0;30
U00464040;1;6;8;17;3;1;2;0;37
U00464041;0;7;2;12;5;1;1;0;28
U00464127;1;6;2;8;4;0;1;1;22
U00464450;0;3;1;6;2;0;1;0;13
U00464617;1;8;0;35;3;11;6;2;65
U00464658;1;8;9;25;4;2;5;2;55
U00464765;1;4;1;5;2;0;0;1;13
U00464772;0;3;2;5;1;0;0;0;11
U00464807;1;6;1;21;0;7;4;1;40
U00464842;1;13;8;66;3;4;4;2;100
U00464872;1;7;2;10;3;0;0;1;23
U00464986;1;6;0;33;1;9;8;2;59
U00465202;0;9;1;26;0;8;6;0;50
U00465300;1;6;0;19;0;6;3;0;34
U00465305;0;5;3;2;1;0;0;0;11
U00465317;0;4;4;8;1;1;1;1;20
U00465341;0;4;0;16;0;5;3;0;28
U00465471;0;8;6;15;2;1;3;0;35
U00465621;0;4;4;8;0;1;2;1;20
U00465711;0;6;7;17;1;2;3;0;36
U00465734;0;5;5;11;1;1;2;0;25
U00465737;1;6;5;11;1;1;2;0;26
U00465788;0;4;3;10;1;0;1;0;19
U00465873;1;10;6;46;2;3;3;1;71
U00466045;1;10;0;30;0;10;6;1;57
U00466215;1;7;1;26;0;8;5;1;48
U00466404;0;4;2;5;2;1;0;0;14
U00466466;0;16;10;58;1;1;4;1;91
U00466530;1;6;6;15;1;1;2;0;31
U00466792;1;3;3;7;1;1;0;0;15
U00466824;1;5;5;11;1;1;2;1;26
U00467023;0;7;6;13;1;1;2;0;30
U00467083;1;4;4;12;1;1;1;0;23
U00467088;1;8;5;31;2;1;2;1;50
U00467183;1;3;2;5;2;0;0;0;12
U00467187;1;9;7;41;1;1;2;1;62
U00467305;0;6;6;14;0;1;1;0;28
U00467421;1;6;10;19;2;0;3;1;41
U00467456;0;8;7;38;1;1;3;1;59
U00467473;1;5;6;15;2;1;3;0;32
U00467545;0;10;0;44;2;14;9;2;81
U00467548;1;5;5;13;1;1;3;0;28
U00467669;1;6;6;14;1;2;2;1;32
U00467873;1;6;8;17;0;1;4;0;36
U00468091;0;3;2;5;1;0;0;0;11
U00468115;0;7;10;18;2;1;3;1;42
U00468442;1;4;4;8;0;0;1;0;17
U00468588;1;7;0;28;0;10;4;1;50
U00468845;1;3;4;7;1;1;1;0;17
U00468856;0;10;2;43;2;12;11;2;82
U00468926;0;7;4;8;4;1;0;0;24
U00469048;0;4;4;10;1;1;2;0;22
U00469297;0;11;4;12;5;1;1;1;35
U00469379;0;6;6;15;1;2;2;0;32
U00469421;1;7;1;9;4;0;0;0;21
U00469463;1;6;5;14;1;1;1;0;28
U00469565;1;5;0;19;0;7;4;1;36
U00469617;1;5;4;10;1;1;1;0;22
U00469655;0;12;7;48;0;1;2;1;71
U00469952;1;7;4;8;3;0;0;0;22
U00470115;0;8;5;15;2;2;2;0;34
U00470118;1;6;6;16;0;1;2;0;31
U00470241;0;7;2;11;3;1;2;0;26
U00470244;1;4;3;9;1;1;1;1;20
U00470279;1;4;4;10;0;0;2;0;20
U00470415;1;7;1;35;0;11;9;0;63
U00470553;1;19;13;79;1;3;6;0;121
U00470597;0;5;4;10;1;1;1;1;23
U00470635;1;6;3;9;4;1;1;0;24
U00470738;1;8;7;14;2;1;3;0;35
U00470956;0;7;0;8;3;0;0;0;18
U00471156;0;6;3;11;3;1;0;1;25
U00471206;1;3;1;6;2;0;0;0;12
U00471372;0;14;11;72;4;2;5;1;109
U00471444;0;3;2;6;2;0;0;0;13
U00471713;0;9;4;32;1;0;1;1;48
U00471747;1;6;6;13;2;1;2;1;31
U00471798;1;5;6;11;1;0;2;1;26
U00471893;0;4;6;12;2;0;2;0;26
U00472154;0;6;4;11;1;1;2;0;25
U00472184;1;3;4;8;0;0;1;0;16
U00472307;0;7;3;9;3;1;1;0;24
U00472495;1;5;2;25;0;7;4;1;44
U00472664;0;10;0;31;1;10;7;0;59
U00473075;1;5;3;6;2;0;0;1;17
U00473245;0;4;2;9;2;1;0;0;18
U00473293;1;15;12;79;2;1;6;0;115
U00473329;0;8;2;26;1;8;5;1;51
U00473490;0;6;6;12;0;2;2;1;29
U00473508;1;5;2;7;2;0;0;0;16
U00473537;0;4;5;8;1;1;1;0;20
U00473571;0;5;8;11;5;0;0;0;29
U00473685;1;7;7;16;1;2;3;0;36
U00473701;1;10;0;38;0;12;7;2;69
U00473907;0;6;2;12;4;0;1;0;25
U00474041;0;4;0;21;0;6;5;0;36
U00474202;0;5;6;15;2;1;2;0;31
U00474258;1;4;5;11;1;1;2;0;24
U00474324;0;3;3;8;1;1;1;0;17
U00474327;1;5;0;18;1;5;4;1;34
U00474343;1;6;6;13;1;1;3;0;30
U00474436;0;6;3;8;3;0;0;0;20
U00474525;1;6;7;16;1;2;1;1;34
U00474553;0;10;7;48;1;2;3;0;71
U00474603;1;7;1;37;1;10;6;0;62
U00474675;1;9;6;41;0;2;3;1;62
U00474885;0;11;0;38;1;10;9;0;69
U00474961;1;10;8;41;1;2;2;0;64
U00475109;0;16;13;68;2;2;4;1;106
U00475243;1;5;1;6;2;0;1;0;15
U00475535;0;6;5;13;1;1;2;0;28
U00475582;0;4;3;7;3;1;1;0;19
U00475625;0;12;4;35;1;1;4;1;58
U00475757;1;5;2;22;0;8;4;1;42
U00475870;0;6;7;14;2;2;3;0;34
U00475974;1;3;4;7;1;1;1;0;17
U00476290;0;6;3;9;2;0;1;1;22
U00476458;1;7;7;16;1;1;3;1;36
U00476617;0;5;5;9;1;1;1;0;22
U00476637;0;4;3;8;2;0;0;0;17
U00476811;0;4;1;17;0;5;4;1;32
U00476892;0;7;11;19;3;2;4;0;46
U00477045;1;3;4;8;1;1;1;0;18
U00477080;1;11;0;34;0;10;7;1;63
U00477205;0;9;9;19;1;1;3;2;44
U00477361;0;10;6;18;6;1;1;0;42
U00477363;0;5;7;18;1;3;3;0;37
U00477596;1;4;6;11;1;1;2;0;25
U00477637;0;9;5;33;1;2;1;2;53
U00477672;1;7;0;27;0;9;5;2;50
U00477911;1;8;4;38;1;11;7;2;71
U00478006;1;3;4;8;0;1;2;0;18
U00478007;1;4;1;18;1;6;2;2;34
U00478038;0;7;1;29;0;10;6;1;54
U00478209;1;8;7;16;2;1;2;0;36
U00478340;1;5;4;10;1;1;1;1;23
U00478515;0;4;6;11;1;0;2;0;24
U00478581;0;4;3;9;1;1;1;0;19
U00478609;0;11;7;58;2;2;4;2;86
U00478667;1;13;10;70;1;2;5;1;102
U00478711;0;3;3;9;1;1;1;0;18
U00478898;1;6;5;37;1;2;2;1;54
U00479343;1;6;4;10;4;1;0;1;26
U00479399;0;4;6;13;2;1;2;0;28
U00479508;1;7;7;16;2;1;2;0;35
U00479723;1;4;3;7;1;1;1;1;18
U00479889;1;4;5;10;1;1;2;0;23
U00479901;1;5;7;14;1;1;2;1;31
U00479957;1;5;6;11;1;1;2;0;26
U00480259;0;3;2;8;0;0;1;1;15
U00480315;0;6;2;23;0;7;5;0;43
U00480481;1;7;1;18;0;6;3;0;35
U00480567;1;5;4;13;1;1;1;1;26
U00480764;0;8;2;8;3;1;1;1;24
U00480830;0;5;3;7;3;1;1;0;20
U00480851;1;5;1;18;0;5;4;1;34
U00480870;1;4;4;7;1;1;1;0;18
U00480880;0;8;3;12;3;0;0;0;26
U00481036;1;6;6;14;1;1;2;1;31
U00481134;1;5;1;8;3;0;1;0;18
U00481452;0;5;6;14;1;1;2;0;29
U00481509;0;3;5;9;1;1;2;0;21
U00481517;1;8;15;26;1;4;4;1;59
U00481522;0;5;4;11;1;0;3;1;25
U00481590;0;6;4;9;4;0;0;1;24
U00481753;0;9;8;17;2;2;2;0;40
U00481929;0;5;3;7;3;0;0;0;18
U00482000;1;3;4;8;1;1;1;0;18
U00482047;1;4;0;25;0;7;3;0;39
U00482136;1;6;0;22;0;7;4;1;40
U00482577;1;3;0;16;0;6;3;1;29
U00482737;1;4;5;9;1;0;1;1;21
U00482759;1;14;7;55;2;1;5;0;84
U00482765;0;3;1;5;2;0;1;0;12
U00482814;0;8;5;13;4;1;1;1;33
U00482851;0;4;3;7;1;1;2;1;19
U00482882;1;3;4;7;1;1;2;0;18
U00483032;0;4;4;8;1;0;1;0;18
U00483202;0;4;0;18;0;5;3;1;31
U00483204;0;13;7;38;2;10;8;2;80
U00483240;0;5;4;10;1;1;1;0;22
U00483329;0;3;1;9;2;1;1;0;17
U00483346;0;2;4;11;1;1;2;0;21
U00483596;0;8;8;15;2;2;2;0;37
U00483744;1;3;3;7;1;0;1;0;15
U00483772;1;4;0;18;1;6;4;0;33
U00483848;0;5;3;10;4;2;0;0;24
U00483924;0;5;4;11;1;1;2;1;25
U00483973;1;6;3;9;4;1;0;1;24
U00483990;1;5;5;10;1;1;1;0;23
U00483995;0;4;4;6;1;1;1;0;17
U00484059;1;5;5;11;1;1;1;0;24
U00484343;1;4;1;5;3;0;0;0;13
U00484431;1;5;5;9;1;0;1;0;21
U00484572;1;6;5;15;1;1;1;0;29
U00484607;0;3;2;6;2;1;1;1;16
U00484750;0;5;5;9;1;0;1;0;21
U00484811;1;4;4;9;1;0;1;0;19
U00484897;1;6;6;13;1;1;2;1;30
U00485062;1;4;3;7;0;0;1;0;15
U00485112;1;11;2;37;0;10;8;0;68
U00485225;1;7;3;30;1;10;6;1;58
U00485388;0;5;5;12;1;1;2;0;26
U00485392;0;6;2;18;1;6;5;1;39
U00485520;1;9;5;44;0;1;3;1;63
U00485623;0;8;3;10;4;0;1;1;27
U00485778;1;8;1;27;0;9;6;1;52
U00485818;0;8;4;35;1;2;3;1;54
U00485837;1;9;9;46;1;2;4;1;72
U00485959;0;4;4;9;1;1;1;1;21
U00485977;0;6;5;12;1;1;2;1;28
U00486094;0;11;10;22;0;3;4;0;50
U00486131;0;3;2;5;2;1;1;0;14
U00486263;1;7;1;25;0;7;5;1;46
U00486381;0;6;4;9;3;1;1;0;24
U00486530;1;5;7;13;1;1;2;1;30
U00486552;1;5;1;6;2;0;0;0;14
U00486574;0;3;2;4;2;1;0;0;12
U00486587;1;9;0;31;1;9;6;1;57
U00486598;1;8;10;24;1;3;2;2;50
U00486622;0;4;4;8;0;1;1;0;18
U00486731;0;11;10;59;2;3;3;0;88
U00486783;1;4;7;11;0;1;2;0;25
U00486856;1;5;2;22;0;6;4;1;40
U00486910;0;14;6;46;1;2;3;0;72
U00486923;0;5;3;9;3;1;0;1;22
U00486981;1;3;2;4;2;0;0;1;12
U00487180;1;7;2;12;3;1;1;0;26
U00487245;0;4;1;6;2;0;1;0;14
U00487715;1;6;5;13;1;1;1;0;27
U00487931;1;8;0;28;2;8;6;2;54
U00487948;0;6;2;7;3;1;1;0;20
U00488009;1;16;13;75;1;2;3;1;111
U00488044;1;11;0;45;2;14;8;1;81
U00488105;0;7;0;28;0;9;5;1;50
U00488112;0;4;3;7;1;0;1;0;16
U00488197;1;7;2;25;0;7;6;1;48
U00488240;1;3;3;6;0;0;1;0;13
U00488386;0;5;7;13;1;2;2;1;31
U00488899;1;9;9;17;1;1;3;1;41
U00488961;0;10;6;22;2;1;1;2;44
U00489121;1;4;6;9;3;0;0;0;22
U00489338;1;4;4;8;3;1;0;0;20
U00489419;0;8;4;11;4;0;1;0;28
U00489467;1;4;1;6;2;0;0;0;13
U00489477;1;4;0;18;1;5;4;1;33
U00489609;0;13;6;48;1;2;3;1;74
U00489811;1;4;3;8;1;1;1;0;18
U00489843;0;12;9;65;0;0;5;1;92
U00489918;1;7;3;10;4;1;2;1;28
U00489955;1;15;10;71;2;4;5;3;110
U00489974;1;11;12;25;1;1;4;0;54
U00490000;1;9;2;29;2;10;8;2;62
U00490122;1;14;7;55;2;3;4;1;86
U00490300;1;5;9;22;2;2;3;0;43
U00490389;1;5;8;15;1;1;3;0;33
U00490490;1;3;1;5;2;0;1;1;13
U00490585;1;3;3;9;1;1;1;0;18
U00490725;1;7;0;23;0;8;4;0;42
U00490727;1;8;13;21;1;2;3;0;48
U00491130;0;5;6;11;1;1;1;0;25
U00491269;1;5;1;21;1;6;4;0;38
U00491282;0;5;5;11;1;1;2;0;25
U00491407;1;6;4;11;1;0;2;0;24
U00491553;1;5;5;12;1;1;2;1;27
U00491677;1;5;1;21;1;6;4;0;38
U00491779;0;7;3;10;3;0;0;0;23
U00492006;1;8;5;33;0;1;2;0;49
U00492137;1;6;5;17;2;0;3;0;33
U00492140;0;10;1;27;1;8;5;1;53
U00492210;1;4;4;10;1;1;1;0;21
U00492256;0;6;4;14;6;0;1;0;31
U00492384;1;3;3;8;1;1;1;0;17
U00492589;1;16;3;59;1;18;12;4;113
U00492604;1;4;3;9;0;1;1;0;18
U00492618;1;7;8;14;1;1;2;1;34
U00492662;1;6;4;39;1;2;2;1;55
U00492704;0;4;4;8;1;1;1;0;19
U00492964;0;8;5;38;0;1;1;0;53
U00493000;0;5;7;13;1;1;2;0;29
U00493181;0;16;11;71;1;4;4;0;107
U00493353;1;5;1;32;1;11;5;1;56
U00493430;0;4;5;9;1;0;1;0;20
U00493566;1;5;0;19;0;7;5;1;37
U00493584;0;6;1;25;1;8;4;2;47
U00493657;0;5;6;10;1;0;1;0;23
U00493691;0;4;2;6;2;1;0;0;15
U00493800;1;4;1;6;3;0;1;0;15
U00494123;1;6;8;13;2;1;3;1;34
U00494147;1;5;0;6;3;1;1;0;16
U00494178;0;5;2;5;2;1;0;0;15
U00494364;1;5;0;21;0;6;5;1;38
U00494389;1;3;3;7;0;1;1;0;15
U00494403;0;7;6;13;1;0;1;0;28
U00494434;1;10;3;38;1;10;6;0;68
U00494638;0;9;3;54;2;0;4;1;73
U00494690;1;3;3;8;3;1;0;1;19
U00494752;0;13;4;48;1;2;2;0;70
U00494935;1;6;5;13;1;2;2;1;30
U00495253;1;13;0;42;0;13;9;2;79
U00495260;1;5;1;31;1;8;6;2;54
U00495284;0;6;1;25;1;7;5;0;45
U00495437;0;3;3;10;3;1;1;0;21
U00495495;1;6;7;35;1;2;3;0;54
U00495565;1;5;4;11;2;1;2;0;25
U00495570;1;8;1;31;0;11;6;2;59
U00495667;1;9;7;36;1;2;3;0;58
U00495789;1;11;8;52;2;1;3;0;77
U00495954;1;5;3;8;3;1;0;0;20
U00496182;1;9;3;41;1;14;8;2;78
U00496222;0;5;5;13;1;1;2;1;28
U00496231;0;3;2;5;2;0;1;0;13
U00496384;0;8;8;16;1;1;2;0;36
U00496446;0;6;7;11;0;1;1;0;26
U00496451;1;6;6;11;2;1;2;1;29
U00496567;1;3;4;8;0;1;1;0;17
U00496670;1;3;4;8;1;0;1;0;17
U00496686;0;8;1;10;3;1;1;1;25
U00496707;1;10;8;21;2;0;4;2;47
U00496778;1;3;3;8;1;0;1;0;16
U00496806;0;3;2;5;2;0;0;0;12
U00496856;1;4;4;8;1;0;1;1;19
U00496891;1;11;5;48;1;2;4;1;72
U00496931;1;4;2;4;2;0;0;0;12
U00496943;1;4;0;27;1;8;5;1;46
U00496947;0;4;4;9;1;1;2;0;21
U00497016;1;7;5;13;3;1;0;1;30
U00497173;1;10;2;43;2;11;9;2;79
U00497179;0;7;2;15;4;0;1;0;29
U00497307;1;8;5;17;2;2;1;0;35
U00497406;1;8;0;32;1;10;5;1;57
U00497823;0;4;3;7;2;1;0;0;17
U00498039;0;6;1;9;3;0;1;0;20
U00498268;0;6;5;11;1;1;2;1;27
U00498371;0;7;1;26;1;8;5;1;49
U00498416;0;4;2;6;2;0;1;1;16
U00498448;1;5;3;9;0;1;2;0;20
U00498463;1;4;3;8;0;1;1;0;17
U00498507;0;7;0;25;0;8;5;2;47
U00498782;0;4;2;5;2;0;0;0;13
U00498829;1;5;6;12;2;2;3;1;31
U00498894;1;3;5;8;1;1;2;0;20
U00499089;1;8;4;36;1;2;2;0;53
U00499103;1;4;4;9;1;0;1;0;19
U00499203;0;3;4;9;1;1;2;0;20
U00499511;1;5;7;15;1;1;1;0;30
U00499547;1;8;6;19;2;2;2;0;39
U00499841;1;12;12;69;3;4;4;1;105
U00499896;1;6;5;13;1;1;2;0;28
U00500078;0;8;1;26;1;9;6;0;51
U00500182;1;5;6;16;2;1;2;0;32
U00500252;0;10;4;13;4;1;2;1;35
U00500274;0;8;7;18;2;2;4;0;41
U00500431;0;17;0;42;2;13;7;0;81
U00500575;1;8;1;32;1;10;5;1;58
U00500597;1;5;2;6;2;0;0;0;15
U00500626;1;12;8;56;1;2;2;1;82
U00500760;1;3;2;6;1;0;1;1;14
U00500908;0;4;3;6;2;0;0;0;15
U00501121;1;4;3;10;1;1;2;0;21
U00501308;1;16;5;61;2;2;4;2;92
U00501414;0;4;4;8;1;0;1;0;18
U00501454;1;4;4;10;0;1;1;0;20
U00501635;1;6;8;14;2;2;2;1;35
U00501769;0;5;1;18;0;6;4;1;35
U00501784;1;4;4;9;1;1;1;0;20
U00501846;1;4;4;10;5;0;0;0;23
U00501930;0;5;2;11;5;0;2;0;25
U00502084;0;5;2;18;1;6;3;1;36
U00502313;1;4;3;8;0;0;1;1;17
U00502810;0;15;6;69;0;1;4;2;97
U00502814;1;13;10;65;3;3;4;2;100
U00503085;0;5;0;22;1;8;4;1;41
U00503093;1;8;8;18;1;1;3;0;39
U00503438;1;12;6;45;2;1;4;0;70
U00503454;0;7;4;29;1;9;6;1;57
U00503508;1;6;4;10;3;0;1;0;24
U00503575;1;4;4;9;1;1;1;0;20
U00503632;0;3;2;6;3;0;0;0;14
U00503675;1;6;1;19;0;6;4;1;37
U00503777;1;10;3;45;1;2;3;2;66
U00503810;0;4;1;8;2;1;0;0;16
U00503849;0;4;5;11;1;1;1;0;23
U00503872;1;4;2;5;2;0;0;0;13
U00503882;0;3;1;5;2;0;0;1;12
U00503895;1;18;16;81;2;2;7;1;127
U00504127;0;7;0;20;1;7;4;1;40
U00504198;1;8;2;31;0;10;5;2;58
U00504212;1;13;9;50;1;1;3;1;78
U00504227;1;4;3;8;3;1;0;0;19
U00504233;1;6;5;13;1;1;3;0;29
U00504485;0;4;1;5;2;0;0;0;12
U00504668;1;7;7;14;1;0;2;0;31
U00504728;1;5;0;7;2;0;0;0;14
U00504737;0;3;5;10;0;1;2;0;21
U00505097;1;6;0;34;1;11;5;2;59
U00505105;0;6;6;12;0;1;1;0;26
U00505184;0;6;4;10;3;1;0;1;25
U00505329;1;8;0;30;1;9;6;2;56
U00505385;0;4;3;8;0;0;1;0;16
U00505396;1;4;2;8;3;0;0;1;18
U00505685;1;8;8;18;2;0;3;0;39
U00505701;0;7;3;9;5;0;1;0;25
U00505891;1;8;8;45;1;2;3;0;67
U00505954;1;6;5;12;1;1;2;0;27
U00505969;1;7;8;17;2;2;2;0;38
U00506081;1;4;1;5;3;0;1;0;14
U00506123;1;6;5;8;4;0;1;1;25
U00506168;0;10;4;11;4;0;1;1;31
U00506317;1;7;8;13;1;2;2;1;34
U00506376;1;10;8;22;2;2;3;1;48
U00506484;0;5;5;11;0;2;2;0;25
U00506808;1;9;3;10;4;1;1;0;28
U00506910;0;4;2;6;3;1;0;0;16
U00506944;1;5;6;12;2;1;2;0;28
U00506957;0;4;4;9;1;1;1;0;20
U00506976;1;4;3;7;2;1;1;0;18
U00507015;1;7;6;12;1;1;2;1;30
U00507053;1;7;5;37;1;2;2;0;54
U00507059;1;4;5;10;1;0;2;0;22
U00507189;0;4;4;7;3;1;0;0;19
U00507227;0;3;3;7;1;0;1;0;15
U00507245;1;3;4;8;1;1;1;0;18
U00507318;1;6;5;13;2;2;2;1;31
U00507600;0;5;1;6;3;0;1;0;16
U00507666;1;2;4;7;0;1;1;0;15
U00507701;0;2;2;5;1;0;1;1;12
U00507844;0;5;2;5;2;1;2;0;17
U00507888;1;11;7;44;0;1;4;0;67
U00508017;1;11;5;43;0;2;2;0;63
U00508137;1;4;2;8;2;0;0;1;17
U00508182;0;3;3;8;0;0;1;0;15
U00508500;1;4;2;8;4;0;0;0;18
U00509016;1;6;5;11;1;0;2;0;25
U00509114;1;7;6;12;1;1;2;0;29
U00509133;0;9;0;34;0;11;7;2;63
U00509214;1;11;1;40;1;11;8;1;73
U00509251;0;4;5;13;2;2;2;1;29
U00509283;0;6;6;14;2;2;2;0;32
U00509361;0;4;4;9;1;1;1;0;20
U00509683;1;17;2;58;1;3;3;0;84
U00509730;0;5;3;6;2;1;1;0;18
U00510021;1;6;5;12;1;0;2;0;26
U00510143;1;4;3;9;2;0;1;0;19
U00510202;0;4;3;4;2;0;0;0;13
U00510204;0;11;10;21;2;2;4;0;50
U00510323;0;11;7;37;1;1;2;1;60
U00510529;0;4;2;6;2;0;0;0;14
U00510654;0;5;3;7;3;1;0;0;19
U00510683;1;5;5;15;1;1;2;0;29
U00510727;1;8;6;44;2;1;2;1;64
U00510843;0;3;2;3;2;1;1;0;12
U00511116;0;4;2;6;2;0;0;1;15
U00511323;1;6;4;9;3;0;1;0;23
U00511354;1;4;0;25;0;8;5;0;42
U00511405;1;5;3;7;3;0;1;0;19
U00511496;0;7;5;39;0;3;2;0;56
U00511963;1;8;1;26;0;8;5;1;49
U00512016;1;12;8;20;2;1;3;2;48
U00512043;0;3;3;6;1;0;1;0;14
U00512213;0;3;2;5;2;0;1;0;13
U00512290;0;3;4;7;1;0;1;0;16
U00512324;1;4;5;11;1;0;2;1;24
U00512411;0;6;3;7;3;0;1;1;21
U00512565;1;5;0;18;0;6;3;1;33
U00512599;1;5;3;7;3;1;1;0;20
U00512752;1;11;8;29;2;2;5;1;58
U00512784;1;7;0;26;1;8;5;1;48
U00512792;0;4;2;7;2;1;1;0;17
U00512960;1;5;1;8;2;1;0;0;17
U00513048;1;11;1;29;0;9;5;0;55
U00513093;1;4;2;6;3;0;0;0;15
U00513491;0;7;4;9;5;0;1;1;27
U00513646;0;4;1;7;2;0;0;0;14
U00513732;1;3;4;8;1;1;0;0;17
U00513759;1;5;3;7;3;1;1;0;20
U00513815;0;3;5;8;1;1;1;0;19
U00514277;0;7;2;36;1;11;7;2;66
U00514427;1;5;6;14;1;1;2;0;29
U00514505;1;5;1;20;1;6;5;2;40
U00514508;0;3;3;4;2;0;0;0;12
U00514588;0;23;12;86;2;0;6;3;132
U00514639;1;3;3;8;1;1;1;0;17
U00514691;0;10;6;12;6;1;1;1;37
U00514835;1;3;2;4;2;0;0;0;11
U00514921;1;7;7;16;1;2;3;0;36
U00515010;0;5;2;6;3;0;1;0;17
