User ID;Purchase;Homepage;Categories;ProductPage;Onsales;Search;Basket;Others;Sum
U00258802;1;10;13;23;2;3;3;0;54
U00259044;0;25;10;95;1;2;8;0;141
U00259142;1;10;0;42;0;9;5;1;67
U00259202;1;5;6;12;1;1;2;0;27
U00259412;1;3;2;7;1;1;1;0;15
U00259601;1;9;8;20;2;1;4;0;44
U00259612;0;11;9;53;1;2;4;1;81
U00259703;1;4;2;5;2;0;0;0;13
U00259704;0;3;2;5;2;1;1;0;14
U00259719;1;3;1;6;2;0;0;0;12
U00259968;1;6;1;19;0;5;4;1;36
U00260045;0;3;2;6;2;1;1;0;15
U00260046;0;7;1;29;0;9;5;0;51
U00260073;0;6;4;15;1;1;2;0;29
U00260119;0;6;0;28;0;9;5;2;50
U00260437;1;7;10;24;0;2;3;0;46
U00260587;0;4;3;7;2;0;0;1;17
U00260946;1;5;3;17;1;5;4;0;35
U00260949;1;10;4;30;1;11;7;2;65
U00261034;1;24;11;87;0;2;4;2;130
U00261127;1;9;7;16;2;1;3;1;39
U00261189;1;14;3;46;0;14;9;1;87
U00261275;1;7;7;17;1;1;1;0;34
U00261390;1;5;5;8;2;1;2;0;23
U00261454;1;9;8;18;1;1;3;0;40
U00261505;0;3;3;10;1;1;1;0;19
U00261607;1;4;0;17;0;5;3;1;30
U00261850;0;7;8;15;1;1;2;1;35
U00261890;1;6;0;29;1;10;6;2;54
U00262013;1;4;4;8;1;0;2;0;19
U00262050;1;6;8;15;2;0;2;1;34
U00262060;0;5;2;6;2;0;0;0;15
U00262125;1;5;2;6;2;0;0;0;15
U00262633;1;8;0;34;1;12;6;1;62
U00262691;0;4;3;11;4;0;0;0;22
U00262695;1;21;12;85;0;3;4;2;127
U00262746;1;8;6;16;1;1;3;0;35
U00262875;1;10;0;37;0;12;7;0;66
U00263020;1;6;4;13;1;0;1;1;26
U00263125;1;3;3;7;1;1;1;0;16
U00263142;1;4;4;11;4;0;1;1;25
U00263150;1;5;5;10;0;1;2;0;23
U00263194;1;5;6;12;1;2;2;0;28
U00263196;1;6;6;17;2;2;2;1;36
U00263272;1;4;4;7;1;0;1;0;17
U00263333;0;13;11;65;2;2;5;0;98
U00263603;0;3;4;8;1;1;1;0;18
U00263642;1;4;6;10;0;1;1;1;23
U00263825;1;10;5;17;1;2;3;1;39
U00264062;1;5;3;9;1;1;1;0;20
U00264111;0;5;6;14;1;1;2;0;29
U00264115;1;16;2;45;1;14;8;1;87
U00264122;1;8;8;16;1;1;3;0;37
U00264202;1;6;5;13;1;0;2;0;27
U00264286;1;4;4;9;1;1;2;1;22
U00264359;1;5;6;12;1;2;2;0;28
U00264382;0;4;4;8;1;1;1;0;19
U00264601;1;14;11;67;2;3;4;2;103
U00264660;0;4;4;8;1;1;1;0;19
U00264742;1;8;3;10;5;1;2;0;29
U00264890;1;4;6;12;1;0;2;0;25
U00264976;0;12;8;45;3;1;2;2;73
U00265068;1;10;0;28;1;11;6;1;57
U00265156;1;5;2;9;2;0;0;0;18
U00265233;1;6;5;12;1;1;1;1;27
U00265250;0;6;5;11;1;0;2;0;25
U00265251;0;5;4;11;1;1;1;0;23
U00265589;0;16;9;75;1;2;6;2;111
U00265787;0;5;3;7;1;1;1;0;18
U00265833;0;11;9;55;2;3;3;2;85
U00265875;0;4;3;7;3;1;0;1;19
U00266105;1;5;5;12;1;1;2;0;26
U00266244;0;5;2;9;3;1;0;0;20
U00266251;0;8;6;15;1;2;2;0;34
U00266379;0;5;5;10;0;1;2;1;24
U00266450;1;4;4;10;1;0;1;1;21
U00266630;0;14;12;23;3;2;5;0;59
U00266725;1;7;4;32;1;1;2;0;47
U00266769;1;5;1;23;0;7;5;1;42
U00266794;0;5;5;12;0;1;1;0;24
U00266900;1;9;8;19;0;1;1;0;38
U00267064;0;14;2;53;0;15;13;2;99
U00267109;1;3;3;7;1;1;1;0;16
U00267136;1;5;3;9;4;0;1;1;23
U00267194;0;10;0;32;0;9;6;0;57
U00267203;0;4;4;9;1;1;1;0;20
U00267616;1;8;7;14;1;2;2;1;35
U00267790;1;4;0;30;0;9;5;0;48
U00267830;1;6;6;14;1;1;2;1;31
U00268130;1;3;3;7;1;1;1;0;16
U00268190;1;5;1;17;1;5;4;2;35
U00268271;1;7;4;8;4;0;1;2;26
U00268284;0;10;12;23;1;2;4;1;53
U00268313;0;5;5;11;1;1;2;0;25
U00268317;1;4;2;7;3;1;0;0;17
U00268368;0;5;4;7;3;0;0;1;20
U00268481;1;8;10;16;1;1;2;0;38
U00268678;0;4;4;9;1;1;1;0;20
U00268714;1;4;4;9;1;0;1;1;20
U00268826;0;8;1;25;1;6;5;1;47
U00269227;0;8;8;47;1;1;3;1;69
U00269364;1;4;4;8;1;0;1;0;18
U00269431;0;7;5;39;1;2;3;1;58
U00269531;1;5;5;13;2;0;2;0;27
U00269542;0;4;3;7;0;1;2;0;17
U00269583;0;5;5;10;1;0;1;0;22
U00269637;1;5;4;8;3;0;1;1;22
U00269703;1;14;0;48;1;15;10;0;88
U00269738;0;5;9;19;1;1;3;1;39
U00269754;0;10;11;61;0;2;4;0;88
U00269998;1;8;2;26;0;8;5;2;51
U00270129;1;3;3;6;2;0;1;0;15
U00270171;1;4;4;8;1;1;1;1;20
U00270444;1;5;3;9;1;1;2;0;21
U00270719;0;15;11;58;0;3;3;3;93
U00270924;1;9;6;44;3;2;3;1;68
U00270946;1;7;3;20;1;6;4;0;41
U00271183;1;4;0;16;1;5;4;1;31
U00271370;1;8;2;33;0;10;5;1;59
U00271962;1;4;3;6;3;0;1;0;17
U00272088;1;7;3;30;2;10;7;1;60
U00272122;0;2;3;8;1;1;1;0;16
U00272132;1;4;5;8;0;1;1;0;19
U00272230;1;7;0;28;0;8;5;1;49
U00272722;1;6;4;38;2;10;8;1;69
U00272728;0;5;1;22;0;6;4;1;39
U00272839;1;9;1;39;0;11;7;2;69
U00272904;0;7;4;34;0;1;2;1;49
U00273035;1;5;1;6;2;0;1;0;15
U00273100;0;3;3;6;1;0;1;1;15
U00273342;0;6;4;10;2;2;1;1;26
U00273440;1;4;1;21;1;5;4;1;37
U00273513;1;5;3;6;3;1;0;0;18
U00273581;1;5;5;9;1;0;2;0;22
U00273617;1;10;7;38;0;2;3;0;60
U00273660;1;6;7;17;2;1;2;0;35
U00273830;0;9;8;19;2;2;3;0;43
U00274091;1;7;1;29;0;8;6;3;54
U00274117;1;4;3;7;1;1;1;0;17
U00274212;1;24;12;94;2;5;10;5;152
U00274271;0;4;1;8;2;0;0;1;16
U00274339;1;5;3;25;1;7;4;1;46
U00274433;0;4;1;6;2;0;0;0;13
U00274475;0;5;5;11;0;2;2;0;25
U00274488;1;20;14;80;0;4;6;3;127
U00274528;1;12;8;56;2;2;3;1;84
U00274688;0;3;2;4;2;0;0;0;11
U00274689;0;4;4;12;1;1;1;0;23
U00274718;1;6;6;12;1;1;1;0;27
U00274824;0;5;0;23;0;8;6;0;42
U00275041;1;16;11;58;1;3;3;0;92
U00275116;0;5;5;11;1;1;2;1;26
U00275196;0;10;5;13;6;2;0;0;36
U00275240;0;4;0;5;2;0;0;0;11
U00275292;1;7;2;33;1;9;8;3;63
U00275310;0;10;9;19;2;3;3;0;46
U00275377;0;9;2;31;1;10;6;1;60
U00275448;0;6;0;21;1;7;4;1;40
U00275634;1;14;3;43;2;15;7;0;84
U00275881;1;3;1;5;2;0;0;0;11
U00276056;1;8;6;13;1;1;2;0;31
U00276136;0;8;0;33;1;10;6;1;59
U00276140;0;4;3;8;1;0;2;0;18
U00276234;0;5;4;10;1;1;1;0;22
U00276386;1;4;4;8;1;2;2;1;22
U00276446;0;4;2;6;3;1;0;0;16
U00276599;1;3;4;8;0;2;1;0;18
U00276789;1;8;1;23;0;6;4;1;43
U00276952;1;7;0;20;1;6;3;0;37
U00277327;1;9;3;37;1;12;8;0;70
U00277413;1;12;6;59;2;3;3;1;86
U00277532;0;6;7;15;1;2;3;1;35
U00277607;0;5;3;10;1;1;1;0;21
U00277630;1;10;1;41;1;12;8;3;76
U00277836;1;8;9;20;2;0;3;1;43
U00277948;1;2;3;7;1;1;1;0;15
U00277999;1;11;1;27;1;9;6;1;56
U00278050;1;18;11;73;2;3;6;2;115
U00278169;0;3;2;5;1;0;0;0;11
U00278528;1;6;3;9;3;0;1;1;23
U00278529;0;11;4;46;2;14;8;1;86
U00278582;1;9;6;16;1;1;3;0;36
U00278675;0;5;1;5;2;0;1;0;14
U00278681;0;4;4;11;1;2;1;1;24
U00278762;0;4;2;6;3;0;0;0;15
U00278796;1;15;8;59;0;1;3;0;86
U00278801;0;8;3;15;5;0;2;0;33
U00278845;0;6;2;25;1;9;5;1;49
U00278893;1;4;2;25;1;8;5;1;46
U00279211;1;20;12;84;0;6;6;3;131
U00279237;1;8;4;13;4;0;1;0;30
U00279244;1;5;2;7;2;1;1;0;18
U00279346;1;3;5;11;1;1;1;0;22
U00279385;1;4;4;9;1;1;1;0;20
U00279606;1;5;6;11;1;2;2;1;28
U00279785;0;3;4;8;1;1;1;0;18
U00279800;1;5;0;20;0;7;4;1;37
U00279810;1;9;5;16;2;1;3;0;36
U00279881;0;4;3;10;1;1;1;0;20
U00279998;1;4;4;9;1;0;2;0;20
U00280091;1;8;7;16;2;3;2;1;39
U00280179;0;8;10;19;0;0;4;0;41
U00280405;1;5;2;5;1;0;0;0;13
U00280416;1;4;3;7;1;1;1;0;17
U00280612;1;17;8;65;2;3;4;0;99
U00280739;1;11;11;21;1;1;3;1;49
U00280824;1;4;1;19;1;7;4;0;36
U00280866;0;8;7;15;2;1;2;0;35
U00281007;0;4;5;15;1;1;2;0;28
U00281017;1;5;4;7;3;1;1;1;22
U00281020;1;11;13;25;3;2;4;0;58
U00281038;1;22;13;78;1;1;5;1;121
U00281059;1;7;1;26;0;9;6;0;49
U00281175;1;9;6;15;1;1;3;1;36
U00281215;1;4;2;19;1;6;4;1;37
U00281477;1;7;1;26;0;8;5;2;49
U00281498;0;6;5;13;4;0;0;1;29
U00281533;1;11;6;42;0;1;3;0;63
U00281560;0;4;3;9;3;0;1;1;21
U00281645;1;4;3;9;1;0;1;0;18
U00281667;1;11;0;39;2;11;8;2;73
U00281743;1;5;6;15;2;1;1;0;30
U00281865;0;9;3;44;0;2;2;0;60
U00282037;1;4;3;8;1;1;1;0;18
U00282069;1;12;2;52;0;2;6;1;75
U00282159;1;11;6;48;1;3;2;0;71
U00282312;1;6;2;8;2;0;1;0;19
U00282521;0;3;3;8;1;1;1;0;17
U00282583;0;4;1;19;1;6;4;1;36
U00282839;1;8;4;33;1;0;1;1;48
U00282870;1;4;5;12;1;0;1;1;24
U00282880;1;4;6;12;1;1;2;1;27
U00283021;0;3;0;6;3;0;0;1;13
U00283265;0;5;4;12;1;0;2;0;24
U00283335;0;6;5;11;1;1;2;0;26
U00283436;1;8;0;23;0;9;6;2;48
U00283481;1;8;1;28;1;9;5;2;54
U00283484;1;6;2;20;0;6;4;1;39
U00283510;1;7;2;23;0;7;5;0;44
U00283707;1;5;6;13;0;1;2;0;27
U00283807;0;4;2;7;2;0;1;0;16
U00283914;0;6;6;13;1;1;2;2;31
U00284005;1;4;1;4;2;0;0;0;11
U00284065;1;7;4;32;1;1;2;1;48
U00284236;0;10;4;35;0;1;1;0;51
U00284274;1;3;3;6;1;1;1;0;15
U00284288;0;3;0;16;1;5;2;0;27
U00284343;1;7;0;23;0;7;4;1;42
U00284385;0;9;5;30;1;2;3;0;50
U00284407;0;3;4;9;1;1;1;1;20
U00284579;0;4;3;4;2;0;1;0;14
U00284583;1;5;6;12;0;0;2;0;25
U00284680;1;7;5;15;2;2;2;0;33
U00284696;1;2;3;8;1;1;1;1;17
U00284931;0;7;4;13;4;0;1;2;31
U00284974;1;9;9;19;1;1;3;2;44
U00285001;1;12;4;45;0;15;8;1;85
U00285485;0;17;11;73;1;3;7;1;113
U00285567;1;3;3;4;3;0;0;0;13
U00285667;0;11;9;49;1;2;4;1;77
U00285738;1;3;5;9;1;1;1;0;20
U00285748;1;4;5;9;1;1;1;1;22
U00285789;0;4;2;7;2;0;0;0;15
U00285858;0;6;3;14;3;0;1;1;28
U00285891;0;4;5;11;1;1;1;0;23
U00285926;1;6;7;13;2;1;3;0;32
U00285978;1;5;8;12;0;1;2;1;29
U00286121;1;5;8;14;2;0;2;0;31
U00286138;0;5;5;10;1;2;1;0;24
U00286194;1;15;5;52;0;16;9;1;98
U00286401;1;7;1;20;1;6;3;1;39
U00286402;0;5;0;25;0;8;5;1;44
U00286473;0;5;3;8;3;1;0;0;20
U00286595;1;7;3;9;5;1;0;1;26
U00286625;0;5;4;8;1;1;1;0;20
U00286645;1;10;7;49;2;1;4;1;74
U00286801;1;4;2;18;0;5;3;1;33
U00286919;1;13;8;65;1;0;4;1;92
U00286926;0;5;5;12;1;1;2;0;26
U00287007;1;8;5;13;4;1;1;1;33
U00287023;1;7;4;11;1;2;2;0;27
U00287259;1;7;9;14;1;1;3;1;36
U00287353;1;6;1;22;0;7;4;1;41
U00287366;1;6;6;12;1;1;1;0;27
U00287667;1;13;1;46;0;13;7;3;83
U00287724;0;6;2;23;1;9;4;1;46
U00287796;0;6;5;12;1;1;2;1;28
U00287799;0;8;0;36;0;12;6;0;62
U00288013;0;4;3;7;0;0;1;0;15
U00288027;1;11;1;31;0;11;8;1;63
U00288199;1;9;6;16;2;0;2;0;35
U00288209;0;9;6;50;0;1;3;0;69
U00288274;1;4;3;9;1;1;1;0;19
U00288275;1;4;5;11;0;1;1;0;22
U00288333;1;7;0;19;1;6;4;1;38
U00288443;0;5;6;11;1;1;1;1;26
U00288518;1;9;7;15;1;2;2;0;36
U00288535;0;6;5;15;1;1;2;0;30
U00288683;1;9;6;37;1;1;2;0;56
U00288701;1;6;5;37;2;10;6;0;66
U00288757;0;3;3;8;1;0;1;0;16
U00288760;0;9;2;15;6;0;0;0;32
U00288811;0;2;5;8;0;0;2;0;17
U00288869;0;3;3;8;1;1;1;0;17
U00288883;0;5;0;28;1;7;7;1;49
U00288946;1;6;5;34;0;1;2;1;49
U00289022;0;3;1;5;2;0;1;0;12
U00289149;1;8;6;17;2;2;2;1;38
U00289273;1;14;7;57;1;2;4;1;86
U00289444;0;4;1;4;2;1;0;0;12
U00289679;1;4;3;6;0;0;1;0;14
U00289723;1;6;2;20;0;6;4;1;39
U00289751;0;5;5;11;1;1;1;1;25
U00289766;0;5;3;6;2;1;1;1;19
U00289969;0;4;4;10;1;1;1;0;21
U00290058;1;4;4;8;1;1;1;0;19
U00290231;1;4;8;17;2;1;2;0;34
U00290267;1;8;2;30;0;8;7;1;56
U00290463;1;3;2;4;2;0;0;0;11
U00290626;1;6;6;12;1;2;2;0;29
U00290633;1;3;3;7;2;1;0;0;16
U00290642;0;7;7;15;3;1;2;1;36
U00290649;1;4;2;16;0;5;3;0;30
U00290655;0;9;9;21;1;2;3;1;46
U00290797;0;8;6;17;3;2;3;0;39
U00290977;0;7;7;18;1;1;2;0;36
U00291147;1;10;11;21;3;2;3;0;50
U00291258;1;6;2;30;0;10;6;2;56
U00291269;1;4;5;9;1;1;2;0;22
U00291326;0;17;11;76;1;1;6;1;113
U00291505;1;7;0;33;1;11;7;1;60
U00291506;1;9;8;16;1;2;3;1;40
U00291837;0;7;0;28;1;10;5;0;51
U00291842;1;7;6;11;1;1;2;0;28
U00291901;0;7;3;10;4;1;1;1;27
U00291968;1;4;2;6;2;0;0;0;14
U00291978;0;8;2;28;0;8;5;0;51
U00292013;1;8;4;38;0;1;3;1;55
U00292017;1;6;3;27;0;8;4;2;50
U00292148;1;7;0;31;2;9;5;0;54
U00292168;1;7;3;37;0;1;3;0;51
U00292234;1;4;2;19;0;5;4;1;35
U00292315;0;5;5;12;2;1;2;1;28
U00293052;0;5;1;6;2;0;0;0;14
U00293099;0;8;8;15;0;0;3;0;34
U00293180;1;4;4;11;1;1;2;1;24
U00293324;1;5;5;10;0;1;1;0;22
U00293460;0;6;3;8;4;0;0;1;22
U00293492;0;6;5;11;1;1;2;1;27
U00293896;0;4;5;11;0;2;1;1;24
U00293998;0;4;4;11;1;1;1;0;22
U00294026;1;5;0;21;1;6;4;1;38
U00294034;0;7;7;15;1;2;3;0;35
U00294151;1;12;11;56;1;2;4;1;87
U00294245;0;4;3;11;4;0;0;0;22
U00294364;0;4;1;7;2;0;0;0;14
U00294389;1;3;4;8;1;0;1;0;17
U00294480;1;5;4;10;1;1;2;0;23
U00294514;0;7;1;24;1;7;5;0;45
U00294689;0;9;6;43;0;3;2;0;63
U00294734;1;3;5;10;1;1;1;0;21
U00295101;0;6;1;20;0;6;4;0;37
U00295119;0;3;1;6;2;1;0;0;13
U00295149;0;8;1;25;0;8;5;1;48
U00295328;0;13;8;51;1;1;5;1;80
U00295357;1;10;9;21;2;1;3;1;47
U00295716;1;8;7;15;0;1;2;1;34
U00295731;0;5;4;10;1;1;2;0;23
U00295912;1;18;6;60;2;1;4;1;92
U00296042;1;11;6;42;1;2;3;1;66
U00296075;1;4;1;19;1;6;4;1;36
U00296079;1;7;1;9;3;2;0;0;22
U00296128;1;11;1;35;2;10;7;3;69
U00296131;1;3;2;4;2;0;0;0;11
U00296147;1;4;4;10;1;1;1;0;21
U00296243;1;5;8;14;1;1;3;0;32
U00296317;0;5;6;11;1;1;1;0;25
U00296319;1;4;5;13;1;2;2;0;27
U00296411;1;7;4;34;0;1;1;1;48
U00296421;0;3;4;8;1;0;1;0;17
U00296487;1;3;5;11;1;1;2;1;24
U00296566;0;5;5;12;2;1;2;0;27
U00296607;1;8;8;18;1;2;4;1;42
U00296792;0;6;8;15;1;0;2;1;33
U00297006;0;3;2;5;1;0;0;0;11
U00297108;1;6;5;10;1;0;2;0;24
U00297252;1;9;8;23;1;1;2;1;45
U00297337;1;7;5;14;1;1;2;1;31
U00297354;0;8;5;37;0;1;3;0;54
U00297356;1;7;6;19;2;2;2;1;39
U00297503;0;2;1;5;2;0;1;0;11
U00297570;1;8;5;30;1;3;2;0;49
U00297663;1;5;1;17;0;6;4;0;33
U00297911;1;4;1;7;2;0;1;0;15
U00298189;0;8;1;28;0;10;6;1;54
U00298281;1;4;1;6;3;1;1;0;16
U00298317;1;6;5;34;1;2;2;1;51
U00298399;0;4;2;5;2;0;1;0;14
U00298432;1;9;3;38;0;1;3;1;55
U00298550;1;3;3;7;1;1;1;1;17
U00298604;0;6;5;14;1;1;2;0;29
U00298662;1;5;6;10;1;1;2;0;25
U00298742;1;5;5;11;2;2;1;0;26
U00298769;0;5;7;12;1;2;2;1;30
U00298925;1;5;3;10;1;1;2;0;22
U00299087;1;5;1;23;0;7;4;1;41
U00299201;1;3;2;7;2;1;1;1;17
U00299236;1;5;2;7;2;0;1;0;17
U00299244;0;14;9;65;2;3;6;0;99
U00299312;1;3;3;10;0;1;1;0;18
U00299412;0;5;3;8;3;1;1;0;21
U00299539;1;5;0;17;0;5;4;0;31
U00299605;0;4;3;9;1;0;1;0;18
U00299840;1;5;2;19;1;7;4;1;39
U00300023;1;6;5;14;2;1;3;0;31
U00300085;0;7;2;25;1;7;6;0;48
U00300086;1;6;8;14;1;2;2;2;35
U00300154;1;4;4;9;2;1;1;0;21
U00300308;0;5;2;8;2;0;0;0;17
U00300377;1;6;6;14;2;1;2;0;31
U00300419;0;5;6;11;0;1;2;0;25
U00300527;0;17;10;74;1;5;4;0;111
U00300608;1;17;11;72;0;0;5;2;107
U00300680;1;10;0;33;2;9;7;1;62
U00300715;0;16;9;59;0;3;4;3;94
U00300741;1;11;9;52;2;2;4;2;82
U00300761;0;3;4;9;4;0;0;1;21
U00300899;1;10;0;27;1;8;6;1;53
U00300926;0;8;3;9;4;0;1;0;25
U00300929;1;4;4;9;1;1;2;1;22
U00301012;1;6;4;8;3;1;1;0;23
U00301198;1;14;2;39;0;12;9;1;77
U00301285;1;7;4;12;1;1;1;0;26
U00301479;1;10;4;37;0;1;3;0;55
U00301531;1;4;6;14;1;0;2;0;27
U00301565;1;11;11;21;3;3;3;1;53
U00301801;0;25;10;108;2;3;8;3;159
U00301842;1;7;8;18;3;3;3;0;42
U00301870;1;7;0;26;1;8;6;2;50
U00301886;0;6;8;16;1;1;1;1;34
U00302038;1;3;5;10;1;1;1;0;21
U00302143;0;12;9;50;2;2;4;2;81
U00302210;0;3;3;8;0;1;2;0;17
U00302311;1;8;11;20;1;3;3;0;46
U00302383;1;4;2;7;3;0;1;0;17
U00302576;1;5;1;27;0;9;5;2;49
U00302728;0;8;8;15;2;2;2;0;37
U00302813;1;5;3;8;3;0;1;0;20
U00302857;1;9;10;19;1;2;4;0;45
U00302910;0;5;2;10;3;0;0;0;20
U00302941;1;5;5;11;0;1;2;0;24
U00303102;1;12;0;31;0;11;6;0;60
U00303144;1;5;5;12;1;1;2;0;26
U00303241;1;4;2;7;3;0;0;0;16
U00303345;1;4;5;11;2;0;2;1;25
U00303360;1;4;4;10;1;1;2;1;23
U00303567;1;8;7;16;2;1;2;1;37
U00303673;1;16;10;78;0;2;4;3;113
U00303816;0;8;7;31;0;2;3;1;52
U00303834;1;3;4;11;0;1;2;0;21
U00303856;0;12;1;38;0;11;9;0;71
U00303878;1;7;4;11;4;2;1;0;29
U00303977;0;13;14;86;1;1;9;3;127
U00304061;1;9;1;36;2;12;6;2;68
U00304102;1;4;1;17;0;6;3;1;32
U00304116;1;8;0;31;1;9;5;1;55
U00304126;1;3;2;4;2;0;0;0;11
U00304415;1;4;3;7;3;1;1;0;19
U00304459;0;7;10;19;2;1;4;1;44
U00304776;0;5;0;19;0;6;4;2;36
U00304861;0;4;4;7;2;1;0;0;18
U00304866;0;4;1;6;2;0;0;0;13
U00305145;0;14;13;65;2;2;7;2;105
U00305226;1;8;0;25;1;7;6;1;48
U00305300;1;25;17;108;5;5;9;1;170
U00305357;1;13;12;16;1;2;3;0;47
U00305421;0;3;4;8;0;1;2;0;18
U00305479;0;13;13;74;3;1;6;3;113
U00305487;1;6;5;14;1;1;2;0;29
U00305494;0;11;10;23;3;2;3;0;52
U00305553;0;4;4;6;0;1;1;0;16
U00305857;1;3;2;4;2;0;0;0;11
U00305993;1;8;8;16;2;1;2;0;37
U00306099;1;7;4;35;1;1;3;1;52
U00306135;1;5;0;19;0;5;4;0;33
U00306218;0;14;7;52;3;0;3;2;81
U00306288;1;4;3;10;0;1;1;1;20
U00306300;0;6;2;9;3;1;0;0;21
U00306384;1;19;10;88;1;5;5;1;129
U00306430;1;7;7;16;1;2;3;1;37
U00306434;0;10;1;28;2;8;5;2;56
U00306557;0;6;5;13;1;2;2;1;30
U00306563;0;4;6;10;0;1;2;0;23
U00306593;0;19;12;75;2;3;4;0;115
U00306726;0;8;1;9;4;0;0;0;22
U00306791;1;8;0;31;1;10;8;2;60
U00306820;1;3;2;6;3;1;1;0;16
U00307020;0;7;3;13;4;0;0;0;27
U00307039;1;3;1;5;1;1;0;0;11
U00307211;0;8;7;10;4;0;0;0;29
U00307366;1;3;2;4;2;0;0;0;11
U00307616;0;3;2;7;2;0;1;1;16
U00307619;1;4;1;7;3;0;1;0;16
U00307681;1;4;5;11;1;1;2;0;24
U00307800;1;5;6;14;1;1;2;1;30
U00308045;0;7;8;13;1;1;2;0;32
U00308051;1;3;0;20;0;6;4;1;34
U00308273;1;8;9;19;1;0;4;1;42
U00308320;0;3;2;6;2;1;0;1;15
U00308612;0;14;0;39;1;12;9;3;78
U00308683;0;12;5;16;6;2;0;0;41
U00308741;0;6;7;13;1;1;2;0;30
U00308799;1;12;4;19;7;2;1;1;46
U00308844;0;8;3;7;3;0;1;1;23
U00308934;1;8;2;33;1;11;6;1;62
U00309143;1;4;3;7;3;0;0;1;18
U00309158;0;8;7;13;1;1;2;1;33
U00309208;1;10;4;42;2;3;2;0;63
U00309246;1;6;6;31;1;1;2;2;49
U00309527;0;4;1;6;2;0;0;0;13
U00309835;1;6;6;8;1;1;2;0;24
U00309992;0;5;0;16;1;5;3;0;30
U00310038;0;5;2;5;3;1;0;0;16
U00310337;1;4;6;12;1;1;2;0;26
U00310598;1;3;3;8;1;0;1;0;16
U00310634;1;5;1;7;2;0;1;0;16
U00310656;0;4;4;10;0;1;2;0;21
U00310787;1;7;11;21;2;2;4;1;48
U00311022;0;4;5;11;1;1;2;0;24
U00311053;1;4;4;9;0;1;2;0;20
U00311111;0;4;5;10;1;1;2;0;23
U00311229;1;2;1;16;1;6;3;1;30
U00311544;1;10;9;19;2;1;3;0;44
U00311579;1;4;2;5;2;0;1;0;14
U00311661;1;5;8;15;2;1;2;0;33
U00311678;1;3;3;7;1;0;1;0;15
U00311755;0;6;0;9;4;1;0;0;20
U00312021;0;5;1;5;2;0;0;0;13
U00312145;0;27;8;101;4;3;4;2;149
U00312385;0;12;7;52;0;3;2;1;77
U00312470;0;5;1;8;3;0;0;0;17
U00312504;0;4;2;6;2;1;0;1;16
U00312613;0;6;0;22;0;6;5;1;40
U00312631;1;3;4;9;1;1;2;0;20
U00312671;0;3;1;5;2;0;0;0;11
U00312676;1;3;2;5;1;0;0;0;11
U00312781;0;5;3;8;3;0;1;0;20
U00312797;1;5;5;10;1;1;2;0;24
U00312961;1;12;10;54;2;2;2;2;84
U00312990;1;4;5;10;0;0;2;0;21
U00313167;1;4;2;5;2;1;0;0;14
U00313217;0;4;1;7;2;0;1;0;15
U00313408;0;6;6;10;0;1;1;0;24
U00313541;1;4;1;6;2;0;0;0;13
U00313999;0;4;3;8;1;0;1;0;17
U00314006;0;5;6;17;2;1;2;1;34
U00314094;0;6;2;7;3;0;1;1;20
U00314209;1;4;4;6;0;1;1;0;16
U00314221;1;5;4;9;1;0;1;0;20
U00314519;1;9;5;35;1;1;2;1;54
U00314561;0;5;0;16;0;4;4;1;30
U00314576;1;18;7;74;3;2;4;1;109
U00314804;1;11;1;35;1;12;7;1;68
U00314833;0;6;8;13;1;1;1;0;30
U00315058;1;3;4;8;1;1;1;0;18
U00315063;1;4;1;6;2;0;1;1;15
U00315142;1;3;2;4;2;0;1;0;12
U00315228;1;10;2;43;1;12;7;0;75
U00315363;0;5;3;9;1;1;1;0;20
U00315376;1;5;1;19;0;6;3;1;35
U00315418;1;12;8;60;1;2;3;3;89
U00315466;0;4;5;10;1;2;1;0;23
U00315636;0;6;5;14;1;1;1;0;28
U00315888;1;16;0;45;1;13;8;0;83
U00316140;0;2;2;7;0;1;1;0;13
U00316281;1;4;5;12;1;0;3;1;26
U00316595;0;11;4;48;3;16;11;2;95
U00316719;0;6;5;11;1;1;2;1;27
U00316778;0;4;2;5;2;0;0;0;13
U00316875;1;3;2;5;1;0;0;0;11
U00317216;1;4;4;7;1;1;1;0;18
U00317684;1;5;6;10;0;0;2;0;23
U00317718;1;5;2;7;3;1;0;0;18
U00317880;1;11;11;25;1;2;4;1;55
U00317957;1;6;7;17;0;1;2;1;34
U00317976;1;6;4;11;1;1;2;1;26
U00318059;1;3;3;8;1;1;1;0;17
U00318415;0;4;5;11;1;0;2;0;23
U00318543;0;11;2;38;1;11;9;2;74
U00318728;0;17;7;64;1;3;4;2;98
U00318741;1;4;4;8;1;1;1;0;19
U00318871;1;10;5;49;1;3;5;2;75
U00318932;1;3;0;16;0;6;3;0;28
U00318966;1;4;4;9;1;1;1;0;20
U00319012;1;12;9;61;0;1;5;1;89
U00319048;1;8;7;14;4;0;0;1;34
U00319110;0;3;2;6;2;0;0;0;13
U00319124;1;12;6;45;1;1;2;1;68
U00319180;1;5;4;9;0;0;1;0;19
U00319298;1;4;1;17;0;5;3;1;31
U00319368;0;5;3;8;1;1;1;0;19
U00319437;0;9;9;16;2;1;3;0;40
U00319461;1;3;4;7;1;1;1;0;17
U00319488;1;8;7;15;2;2;2;0;36
U00319648;1;8;5;19;2;1;3;0;38
U00319777;0;6;1;10;3;1;1;0;22
